Id;URI;Thesaurus;Instrument Family;Instrument Group;Instrument;Synonyms;URI Wikipedia;Remarks
LEXICON_00002524;http://www.mimo-db.eu/InstrumentsKeywords/2524;;;;Changgo;Janggu;http://en.wikipedia.org/wiki/Janggu;synonyme
LEXICON_00002525;http://www.mimo-db.eu/InstrumentsKeywords/2525;;;;Chin'go;;;
LEXICON_00002526;http://www.mimo-db.eu/InstrumentsKeywords/2526;;;;Cholgo;;;
LEXICON_00002527;http://www.mimo-db.eu/InstrumentsKeywords/2527;;;;Chunggo;;;
LEXICON_00002528;http://www.mimo-db.eu/InstrumentsKeywords/2528;;;;Chwago;;;
LEXICON_00002529;http://www.mimo-db.eu/InstrumentsKeywords/2529;;;;Conga;Congas;http://en.wikipedia.org/wiki/Conga;
LEXICON_00002531;http://www.mimo-db.eu/InstrumentsKeywords/2531;;;;Conical drum;;http://en.wikipedia.org/wiki/Conical_drum;
LEXICON_00002532;http://www.mimo-db.eu/InstrumentsKeywords/2532;;;;Cylindrical drum;;http://en.wikipedia.org/wiki/Cylindrical_drum;
LEXICON_00002533;http://www.mimo-db.eu/InstrumentsKeywords/2533;;;;Daf;Daff;http://en.wikipedia.org/wiki/Daf;
LEXICON_00002535;http://www.mimo-db.eu/InstrumentsKeywords/2535;;;;Dagu;;;
LEXICON_00002536;http://www.mimo-db.eu/InstrumentsKeywords/2536;;;;Daire;"Dahare;Dahareh;Dahira;Daira;Da'ira;Dairea;Dajre;Dara;Dayre;Diayrah;Doira;Ghera";;
LEXICON_00002548;http://www.mimo-db.eu/InstrumentsKeywords/2548;;;;Damaru;"Dambaru;Damru";http://en.wikipedia.org/wiki/Damaru;
LEXICON_00002551;http://www.mimo-db.eu/InstrumentsKeywords/2551;;;;Dap;;;
LEXICON_00002552;http://www.mimo-db.eu/InstrumentsKeywords/2552;;;;Daph;Dampha;;
LEXICON_00002554;http://www.mimo-db.eu/InstrumentsKeywords/2554;;;;Darabukka;"Daraboukkeh;Darabuke;Darbouka;Darboukka;Darbuka;Darbukka;Derbouka";http://en.wikipedia.org/wiki/Goblet_drum;A vérifier (voir Goblet drum)
LEXICON_00002561;http://www.mimo-db.eu/InstrumentsKeywords/2561;;;;Davul;"Daholl;Dohol";http://en.wikipedia.org/wiki/Davul;
LEXICON_00002564;http://www.mimo-db.eu/InstrumentsKeywords/2564;;;;Def;"Defi;Tef";;
LEXICON_00002567;http://www.mimo-db.eu/InstrumentsKeywords/2567;;;;Dhak;"Deru;Dhakka";http://en.wikipedia.org/wiki/Dhak_(instrument);
LEXICON_00002570;http://www.mimo-db.eu/InstrumentsKeywords/2570;;;;Dhimay;Dhime;http://en.wikipedia.org/wiki/Dhimay;
LEXICON_00002572;http://www.mimo-db.eu/InstrumentsKeywords/2572;;;;Dhol;;http://en.wikipedia.org/wiki/Dhol;
LEXICON_00002573;http://www.mimo-db.eu/InstrumentsKeywords/2573;;;;Dholak;"Dholac;Dholki;Dhulki;Dolak;Dulki";http://en.wikipedia.org/wiki/Dholak;
LEXICON_00002579;http://www.mimo-db.eu/InstrumentsKeywords/2579;;;;Djembe;Jembe;http://en.wikipedia.org/wiki/Djembe;
LEXICON_00002581;http://www.mimo-db.eu/InstrumentsKeywords/2581;;;;Djoungdjoung;"Dundu;Dundun";http://en.wikipedia.org/wiki/Dunun;synonyme
LEXICON_00002584;http://www.mimo-db.eu/InstrumentsKeywords/2584;;;;Donno;Dondo;http://en.wikipedia.org/wiki/Donno;
LEXICON_00002585;http://www.mimo-db.eu/InstrumentsKeywords/2585;;;;Drum;;http://en.wikipedia.org/wiki/Drum;
LEXICON_00002586;http://www.mimo-db.eu/InstrumentsKeywords/2586;;;;Duff;Daff;;
LEXICON_00002588;http://www.mimo-db.eu/InstrumentsKeywords/2588;;;;Duma;Douma;;
LEXICON_00002590;http://www.mimo-db.eu/InstrumentsKeywords/2590;;;;Dumbelek;"Deblek;Deplik;Dombelik;Dumbek";;
LEXICON_00002595;http://www.mimo-db.eu/InstrumentsKeywords/2595;;;;Ekole;;;
LEXICON_00002596;http://www.mimo-db.eu/InstrumentsKeywords/2596;;;;Engalabi;;;
LEXICON_00002597;http://www.mimo-db.eu/InstrumentsKeywords/2597;;;;Fodrahi;;;
LEXICON_00002598;http://www.mimo-db.eu/InstrumentsKeywords/2598;;;;Frame drum;;http://en.wikipedia.org/wiki/Frame_drum;
LEXICON_00002599;http://www.mimo-db.eu/InstrumentsKeywords/2599;;;;Friction drum;;http://en.wikipedia.org/wiki/Friction_drum;
LEXICON_00002600;http://www.mimo-db.eu/InstrumentsKeywords/2600;;;;Furitsuzumi;Furi-tsuzumi;;
LEXICON_00002601;http://www.mimo-db.eu/InstrumentsKeywords/2601;;;;Gakudaiko;Gaku-daiko;;
LEXICON_00002602;http://www.mimo-db.eu/InstrumentsKeywords/2602;;;;Ganga;;;
LEXICON_00002603;http://www.mimo-db.eu/InstrumentsKeywords/2603;;;;Garawung;Garawon;;
LEXICON_00002605;http://www.mimo-db.eu/InstrumentsKeywords/2605;;;;Gata-bere;;;
LEXICON_00002606;http://www.mimo-db.eu/InstrumentsKeywords/2606;;;;Gaza;;;
LEXICON_00002607;http://www.mimo-db.eu/InstrumentsKeywords/2607;;;;Gendang;Kendang;http://en.wikipedia.org/wiki/Kendang;A vérifier (voir Kendang)
LEXICON_00002609;http://www.mimo-db.eu/InstrumentsKeywords/2609;;;;Ghata;Ghatam;http://en.wikipedia.org/wiki/Ghatam;synonyme
LEXICON_00002610;http://www.mimo-db.eu/InstrumentsKeywords/2610;;;;Glaw ng yao;;;
LEXICON_00002611;http://www.mimo-db.eu/InstrumentsKeywords/2611;;;;Go;;;
LEXICON_00002612;http://www.mimo-db.eu/InstrumentsKeywords/2612;;;;Goblet drum;Goblet shaped drum;http://en.wikipedia.org/wiki/Goblet_drum;
LEXICON_00002615;http://www.mimo-db.eu/InstrumentsKeywords/2615;;;;Herrazi;Harrazi;;
LEXICON_00002617;http://www.mimo-db.eu/InstrumentsKeywords/2617;;;;Hourglass drum;Hourglass shaped drum;http://en.wikipedia.org/wiki/Hourglass_drum;
LEXICON_00002620;http://www.mimo-db.eu/InstrumentsKeywords/2620;;;;Huagu;Hwa kou;;
LEXICON_00002622;http://www.mimo-db.eu/InstrumentsKeywords/2622;;;;Huaigu;Diangu;;
LEXICON_00002623;http://www.mimo-db.eu/InstrumentsKeywords/2623;;;;Huangnigu;"Changgu;Chang-kou";;
LEXICON_00002626;http://www.mimo-db.eu/InstrumentsKeywords/2626;;;;Hudko;;;
LEXICON_00002627;http://www.mimo-db.eu/InstrumentsKeywords/2627;;;;Huolang gu;"Clontong;Tao kou;Taogu";;
LEXICON_00002631;http://www.mimo-db.eu/InstrumentsKeywords/2631;;;;Huruk;;;
LEXICON_00002632;http://www.mimo-db.eu/InstrumentsKeywords/2632;;;;Idakka;"Edaka;Edakkya;Itekka";http://en.wikipedia.org/wiki/Idakka;
LEXICON_00002636;http://www.mimo-db.eu/InstrumentsKeywords/2636;;;;Ka;"Groka;Gwo ka;Gwoka";http://en.wikipedia.org/wiki/Gwo_ka;synonyme
LEXICON_00002640;http://www.mimo-db.eu/InstrumentsKeywords/2640;;;;Kabaro;;http://en.wikipedia.org/wiki/Kabaro;
LEXICON_00002641;http://www.mimo-db.eu/InstrumentsKeywords/2641;;;;Kakko;;http://en.wikipedia.org/wiki/Kakko;
LEXICON_00002642;http://www.mimo-db.eu/InstrumentsKeywords/2642;;;;Kalangu;"Danko;Kalanggual;Kalungu";http://en.wikipedia.org/wiki/Kalangu;A vérifier
LEXICON_00002646;http://www.mimo-db.eu/InstrumentsKeywords/2646;;;;Kalgo;;;
LEXICON_00002647;http://www.mimo-db.eu/InstrumentsKeywords/2647;;;;Kamango;Kamanga;;
LEXICON_00002649;http://www.mimo-db.eu/InstrumentsKeywords/2649;;;;Kanjira;;http://en.wikipedia.org/wiki/Kanjira;
LEXICON_00002650;http://www.mimo-db.eu/InstrumentsKeywords/2650;;;;Kelei;Kele;;
LEXICON_00002652;http://www.mimo-db.eu/InstrumentsKeywords/2652;;;;Kendang;;http://en.wikipedia.org/wiki/Kendang;
LEXICON_00002653;http://www.mimo-db.eu/InstrumentsKeywords/2653;;;;Khanjari;;;
LEXICON_00002654;http://www.mimo-db.eu/InstrumentsKeywords/2654;;;;Khol;;http://en.wikipedia.org/wiki/Khol;
LEXICON_00002655;http://www.mimo-db.eu/InstrumentsKeywords/2655;;;;Kidi;;;
LEXICON_00002656;http://www.mimo-db.eu/InstrumentsKeywords/2656;;;;Kiringi;Kiringhie;http://en.wikipedia.org/wiki/Kiringi;
LEXICON_00002658;http://www.mimo-db.eu/InstrumentsKeywords/2658;;;;Kong;;;
LEXICON_00002659;http://www.mimo-db.eu/InstrumentsKeywords/2659;;;;Kon'go;Kon go;;
LEXICON_00002661;http://www.mimo-db.eu/InstrumentsKeywords/2661;;;;Kotsuzumi;"Toutsoumi;Tsuzumi";http://en.wikipedia.org/wiki/Tsuzumi;synonyme
LEXICON_00002664;http://www.mimo-db.eu/InstrumentsKeywords/2664;;;;Kwelli;;;
LEXICON_00002665;http://www.mimo-db.eu/InstrumentsKeywords/2665;;;;Kyobanggo;;;
LEXICON_00002666;http://www.mimo-db.eu/InstrumentsKeywords/2666;;;;Kyondo;Kyond;;
LEXICON_00002668;http://www.mimo-db.eu/InstrumentsKeywords/2668;;;;Luogu;Lo-kou;http://en.wikipedia.org/wiki/Luogu;
LEXICON_00002670;http://www.mimo-db.eu/InstrumentsKeywords/2670;;;;Mazhar;;http://en.wikipedia.org/wiki/Mazhar;
LEXICON_00002671;http://www.mimo-db.eu/InstrumentsKeywords/2671;;;;Mbejn;;;
LEXICON_00002672;http://www.mimo-db.eu/InstrumentsKeywords/2672;;;;Milavu;;;
LEXICON_00002673;http://www.mimo-db.eu/InstrumentsKeywords/2673;;;;Mokita;;;
LEXICON_00002674;http://www.mimo-db.eu/InstrumentsKeywords/2674;;;;Mokugyo;Moktak ;;
LEXICON_00002675;http://www.mimo-db.eu/InstrumentsKeywords/2675;;;;Mokusho;;;
LEXICON_00002676;http://www.mimo-db.eu/InstrumentsKeywords/2676;;;;Mrdanga;Mridangam;http://en.wikipedia.org/wiki/Mridangam;synonyme
LEXICON_00002678;http://www.mimo-db.eu/InstrumentsKeywords/2678;;;;Mukupiela;;;
LEXICON_00002679;http://www.mimo-db.eu/InstrumentsKeywords/2679;;;;Muyu;"Min-yii;Mu-jü;Mu-yü";;
LEXICON_00002681;http://www.mimo-db.eu/InstrumentsKeywords/2681;;;;Nangara;;;
LEXICON_00002682;http://www.mimo-db.eu/InstrumentsKeywords/2682;;;;Ngoma;"Engoma;Goma;Ingoma;Ingomba";;
LEXICON_00002688;http://www.mimo-db.eu/InstrumentsKeywords/2688;;;;Nkoko;;;
LEXICON_00002689;http://www.mimo-db.eu/InstrumentsKeywords/2689;;;;Nkumvi;;;
LEXICON_00002690;http://www.mimo-db.eu/InstrumentsKeywords/2690;;;;Nogo;"Nodo;Noedo;Noego;To;Yongdo;Yonggo";;
LEXICON_00002697;http://www.mimo-db.eu/InstrumentsKeywords/2697;;;;Nonga;;;
LEXICON_00002698;http://www.mimo-db.eu/InstrumentsKeywords/2698;;;;Odaiko;Yaguradaiko;;
LEXICON_00002700;http://www.mimo-db.eu/InstrumentsKeywords/2700;;;;Otsuzumi;;http://en.wikipedia.org/wiki/%C5%8Ctsuzumi;
LEXICON_00002701;http://www.mimo-db.eu/InstrumentsKeywords/2701;;;;O-zi;Ozi;;
LEXICON_00002703;http://www.mimo-db.eu/InstrumentsKeywords/2703;;;;Pakhavaj;;http://en.wikipedia.org/wiki/Pakhavaj;
LEXICON_00002704;http://www.mimo-db.eu/InstrumentsKeywords/2704;;;;Pambai;Pamba;http://en.wikipedia.org/wiki/Pambai;
LEXICON_00002706;http://www.mimo-db.eu/InstrumentsKeywords/2706;;;;Pandeiro;;http://en.wikipedia.org/wiki/Pandeiro;
LEXICON_00002707;http://www.mimo-db.eu/InstrumentsKeywords/2707;;;;Puk;Buk;http://en.wikipedia.org/wiki/Puk;
LEXICON_00002708;http://www.mimo-db.eu/InstrumentsKeywords/2708;;;;Pu-ti-pu;Putipu;http://en.wikipedia.org/wiki/Putip%C3%B9;synonyme
LEXICON_00002710;http://www.mimo-db.eu/InstrumentsKeywords/2710;;;;Rammana;Rumana;http://en.wikipedia.org/wiki/Rammana;A vérifier
LEXICON_00002712;http://www.mimo-db.eu/InstrumentsKeywords/2712;;;;Redap;Rebana;http://en.wikipedia.org/wiki/Rebana;synonyme
LEXICON_00002714;http://www.mimo-db.eu/InstrumentsKeywords/2714;;;;Riqq;"Rek;Rikk";http://en.wikipedia.org/wiki/Riqq;A vérifier
LEXICON_00002717;http://www.mimo-db.eu/InstrumentsKeywords/2717;;;;Rnga;;;
LEXICON_00002718;http://www.mimo-db.eu/InstrumentsKeywords/2718;;;;Sabaro;Sabar;http://en.wikipedia.org/wiki/Sabar;
LEXICON_00002720;http://www.mimo-db.eu/InstrumentsKeywords/2720;;;;Sakara;;http://en.wikipedia.org/wiki/Sakara_drum;A vérifier
LEXICON_00002721;http://www.mimo-db.eu/InstrumentsKeywords/2721;;;;Sakko;"Sakgo;Sakpi";;
LEXICON_00002724;http://www.mimo-db.eu/InstrumentsKeywords/2724;;;;Sambhor;Samphor;http://en.wikipedia.org/wiki/Samphor;
LEXICON_00002726;http://www.mimo-db.eu/InstrumentsKeywords/2726;;;;Sgar dham;Skor thom;;
LEXICON_00002728;http://www.mimo-db.eu/InstrumentsKeywords/2728;;;;Shagu;Heshangtou;;
LEXICON_00002729;http://www.mimo-db.eu/InstrumentsKeywords/2729;;;;Side drum;;http://en.wikipedia.org/wiki/Snare_drum;A vérifier
LEXICON_00002730;http://www.mimo-db.eu/InstrumentsKeywords/2730;;;;Slit drum;;http://en.wikipedia.org/wiki/Slit_drum;
LEXICON_00002732;http://www.mimo-db.eu/InstrumentsKeywords/2732;;;;Sogo;Maegubuk;;
LEXICON_00002734;http://www.mimo-db.eu/InstrumentsKeywords/2734;;;;String drum;"Tambour de Bearn;Tambour de Gascogne;Tambourin de Bearn";http://en.wikipedia.org/wiki/String_drum;A vérifier
LEXICON_00002738;http://www.mimo-db.eu/InstrumentsKeywords/2738;;;;Tabl;"Dammam;Tabla";http://en.wikipedia.org/wiki/Tabla;synonyme
LEXICON_00002741;http://www.mimo-db.eu/InstrumentsKeywords/2741;;;;Taiko;Daiko;http://en.wikipedia.org/wiki/Taiko;
LEXICON_00002743;http://www.mimo-db.eu/InstrumentsKeywords/2743;;;;Tama;;http://en.wikipedia.org/wiki/Tama_(percussion);A vérifier
LEXICON_00002744;http://www.mimo-db.eu/InstrumentsKeywords/2744;;;;Tambora;;http://en.wikipedia.org/wiki/Tambora;A vérifier (bcp de pages)
LEXICON_00002745;http://www.mimo-db.eu/InstrumentsKeywords/2745;;;;Tambourin de Provence;Tambourin;http://en.wikipedia.org/wiki/Tambourin;
LEXICON_00002746;http://www.mimo-db.eu/InstrumentsKeywords/2746;;;;Tambourine;"Tambour basque;Tambour de basque;Tamburin";http://en.wikipedia.org/wiki/Tambourine;
LEXICON_00002750;http://www.mimo-db.eu/InstrumentsKeywords/2750;;;;Tamburu;Gowasa;;
LEXICON_00002752;http://www.mimo-db.eu/InstrumentsKeywords/2752;;;;Tamtam;"Tam-tam;Tubular drum";http://en.wikipedia.org/wiki/Tamtam_(disambiguation);A vérifier
LEXICON_00002756;http://www.mimo-db.eu/InstrumentsKeywords/2756;;;;Tanggu;"Tangu;Tonggu;Tungu";http://en.wikipedia.org/wiki/Tanggu_(drum);
LEXICON_00002757;http://www.mimo-db.eu/InstrumentsKeywords/2757;;;;Taogu;"Tao gu;Tao kou";;
LEXICON_00002759;http://www.mimo-db.eu/InstrumentsKeywords/2759;;;;Tapan;;;
LEXICON_00002760;http://www.mimo-db.eu/InstrumentsKeywords/2760;;;;Tar;"Târ;Tar de Messamah";http://en.wikipedia.org/wiki/Tar_(drum);A vérifier
LEXICON_00002762;http://www.mimo-db.eu/InstrumentsKeywords/2762;;;;Tarol;Tarole;;
LEXICON_00002764;http://www.mimo-db.eu/InstrumentsKeywords/2764;;;;Tbel;Tbal;;
LEXICON_00002766;http://www.mimo-db.eu/InstrumentsKeywords/2766;;;;Tebashul;Tebashoul;;
LEXICON_00002768;http://www.mimo-db.eu/InstrumentsKeywords/2768;;;;Temple block;;http://en.wikipedia.org/wiki/Temple_block;
LEXICON_00002769;http://www.mimo-db.eu/InstrumentsKeywords/2769;;;;Tenor drum;;http://en.wikipedia.org/wiki/Tenor_drum;
LEXICON_00002770;http://www.mimo-db.eu/InstrumentsKeywords/2770;;;;Terbang;Terebang;;
LEXICON_00002772;http://www.mimo-db.eu/InstrumentsKeywords/2772;;;;Thon;"Thone;Thong";http://en.wikipedia.org/wiki/Thon_and_rammana;A vérifier
LEXICON_00002775;http://www.mimo-db.eu/InstrumentsKeywords/2775;;;;Timila;Thimila;http://en.wikipedia.org/wiki/Timila;
LEXICON_00002777;http://www.mimo-db.eu/InstrumentsKeywords/2777;;;;Tomba;Tombah;;
LEXICON_00002779;http://www.mimo-db.eu/InstrumentsKeywords/2779;;;;Trong chau;;http://en.wikipedia.org/wiki/Tr%E1%BB%91ng_ch%E1%BA%A7u;
LEXICON_00002780;http://www.mimo-db.eu/InstrumentsKeywords/2780;;;;Trong com;;http://en.wikipedia.org/wiki/Trong_com;
LEXICON_00002782;http://www.mimo-db.eu/InstrumentsKeywords/2782;;;;Tsuridaiko;Tsuri-daiko;;
LEXICON_00002783;http://www.mimo-db.eu/InstrumentsKeywords/2783;;;;Tumba;;http://en.wikipedia.org/wiki/Tumba_(drum);
LEXICON_00002784;http://www.mimo-db.eu/InstrumentsKeywords/2784;;;;Tumbadora;;http://en.wikipedia.org/wiki/Tumbadora;A vérifier (voir conga)
LEXICON_00002785;http://www.mimo-db.eu/InstrumentsKeywords/2785;;;;Tuntui;Tunduy;;
LEXICON_00002787;http://www.mimo-db.eu/InstrumentsKeywords/2787;;;;Tyepondo-pinge;;;
LEXICON_00002788;http://www.mimo-db.eu/InstrumentsKeywords/2788;;;;Uchiwadaiko;;;
LEXICON_00002789;http://www.mimo-db.eu/InstrumentsKeywords/2789;;;;Udukku;;;
LEXICON_00002790;http://www.mimo-db.eu/InstrumentsKeywords/2790;;;;Uganda drum;;http://en.wikipedia.org/wiki/Ugandan_drums;
LEXICON_00002791;http://www.mimo-db.eu/InstrumentsKeywords/2791;;;;Unggo;Ungbi;;
LEXICON_00002793;http://www.mimo-db.eu/InstrumentsKeywords/2793;;;;Variable tension hourglass drum;;http://en.wikipedia.org/wiki/Hourglass_drum;A vérifier
LEXICON_00002794;http://www.mimo-db.eu/InstrumentsKeywords/2794;;;;Wankara;Wankarita;;
LEXICON_00002796;http://www.mimo-db.eu/InstrumentsKeywords/2796;;;;Yaogu;Jaogu;;
LEXICON_00002797;http://www.mimo-db.eu/InstrumentsKeywords/2797;;;;Yondo;;;
LEXICON_00002798;http://www.mimo-db.eu/InstrumentsKeywords/2798;;;;Yonggo;;;
LEXICON_00002799;http://www.mimo-db.eu/InstrumentsKeywords/2799;;;;Zarb;"Dombak;Dunbak;Tombak";http://en.wikipedia.org/wiki/Tonbak;A vérifier
LEXICON_00002804;http://www.mimo-db.eu/InstrumentsKeywords/2804;;;;Zhangu;Biangu;http://en.wikipedia.org/wiki/Zhangu;
LEXICON_00004577;http://www.mimo-db.eu/InstrumentsKeywords/4577;;;;Bombo;;;
LEXICON_00004578;http://www.mimo-db.eu/InstrumentsKeywords/4578;;;;Caja;;;
LEXICON_00004583;http://www.mimo-db.eu/InstrumentsKeywords/4583;;;;Kultrun;;;
LEXICON_00004584;http://www.mimo-db.eu/InstrumentsKeywords/4584;;;;Llamador;;;
LEXICON_00004585;http://www.mimo-db.eu/InstrumentsKeywords/4585;;;;Lppumin;;;
LEXICON_00004586;http://www.mimo-db.eu/InstrumentsKeywords/4586;;;;Pandereta;Panderete;;
LEXICON_00004588;http://www.mimo-db.eu/InstrumentsKeywords/4588;;;;Tambor mayor;;;
LEXICON_00004589;http://www.mimo-db.eu/InstrumentsKeywords/4589;;;;Teponaztli;"Quiringa;Tepenahusqui;Teponagua;Teponahuaztli;Teponaxtle;Teponaztle;Tinco";http://en.wikipedia.org/wiki/Teponaztli;
LEXICON_00004597;http://www.mimo-db.eu/InstrumentsKeywords/4597;;;;Tlalpanhuetlhuetl;"Atabal;Topanaztle";;
LEXICON_00004678;http://www.mimo-db.eu/InstrumentsKeywords/4678;;;;Bubanj;Boubagn;;
LEXICON_00004680;http://www.mimo-db.eu/InstrumentsKeywords/4680;;;;Diplipito;Dimplipito;;
LEXICON_00004682;http://www.mimo-db.eu/InstrumentsKeywords/4682;;;;Duba;"Doba;Doba";;
LEXICON_00004684;http://www.mimo-db.eu/InstrumentsKeywords/4684;;;;Fanfrnoch;;;
LEXICON_00004685;http://www.mimo-db.eu/InstrumentsKeywords/4685;;;;Partrijzenlokker;;;
LEXICON_00004686;http://www.mimo-db.eu/InstrumentsKeywords/4686;;;;Pignata;Pignato;;
LEXICON_00004688;http://www.mimo-db.eu/InstrumentsKeywords/4688;;;;Rommelpot;Prospot;;
LEXICON_00004690;http://www.mimo-db.eu/InstrumentsKeywords/4690;;;;Ronker;;;
LEXICON_00004691;http://www.mimo-db.eu/InstrumentsKeywords/4691;;;;Tamboril;Tamborino;;
LEXICON_00004693;http://www.mimo-db.eu/InstrumentsKeywords/4693;;;;Tamburino;Tamburello;;
LEXICON_00004695;http://www.mimo-db.eu/InstrumentsKeywords/4695;;;;Tümïr;;;
LEXICON_00004698;http://www.mimo-db.eu/InstrumentsKeywords/4698;;;;Wawa;;;
LEXICON_00004699;http://www.mimo-db.eu/InstrumentsKeywords/4699;;;;Zambomba;;;
LEXICON_00004855;http://www.mimo-db.eu/InstrumentsKeywords/4855;;;;Davandai;;;
LEXICON_00004857;http://www.mimo-db.eu/InstrumentsKeywords/4857;;;;Dindimi;;;
LEXICON_00004860;http://www.mimo-db.eu/InstrumentsKeywords/4860;;;;Dukkar;;http://en.wikipedia.org/wiki/Duggi_(drum);A vérifier
LEXICON_00004866;http://www.mimo-db.eu/InstrumentsKeywords/4866;;;;Gummati;;;
LEXICON_00004867;http://www.mimo-db.eu/InstrumentsKeywords/4867;;;;Halgi;;;
LEXICON_00004868;http://www.mimo-db.eu/InstrumentsKeywords/4868;;;;Hudukka;;;
LEXICON_00004869;http://www.mimo-db.eu/InstrumentsKeywords/4869;;;;Jagajhampa;;;
LEXICON_00004872;http://www.mimo-db.eu/InstrumentsKeywords/4872;;;;Joraghai;;;
LEXICON_00004878;http://www.mimo-db.eu/InstrumentsKeywords/4878;;;;Madar;;;
LEXICON_00004884;http://www.mimo-db.eu/InstrumentsKeywords/4884;;;;Panaba;;;
LEXICON_00004886;http://www.mimo-db.eu/InstrumentsKeywords/4886;;;;Pirai;Suryapirai;;
LEXICON_00004904;http://www.mimo-db.eu/InstrumentsKeywords/4904;;;;Rabaga;Rabga;;
LEXICON_00004917;http://www.mimo-db.eu/InstrumentsKeywords/4917;;;;Atumpan;;;
LEXICON_00004919;http://www.mimo-db.eu/InstrumentsKeywords/4919;;;;Bedug;;;
LEXICON_00004928;http://www.mimo-db.eu/InstrumentsKeywords/4928;;;;Cununo;;;
LEXICON_00004931;http://www.mimo-db.eu/InstrumentsKeywords/4931;;;;Dogdog;;;
LEXICON_00004945;http://www.mimo-db.eu/InstrumentsKeywords/4945;;;;Madal;;http://en.wikipedia.org/wiki/Madal;
LEXICON_00004947;http://www.mimo-db.eu/InstrumentsKeywords/4947;;;;Mo;;;
LEXICON_00004950;http://www.mimo-db.eu/InstrumentsKeywords/4950;;;;Ntenga;;;
LEXICON_00004970;http://www.mimo-db.eu/InstrumentsKeywords/4970;;;;Thod-rnga;;;
LEXICON_00004971;http://www.mimo-db.eu/InstrumentsKeywords/4971;;;;Togo;;;
LEXICON_00004975;http://www.mimo-db.eu/InstrumentsKeywords/4975;;;;Waldteufel;;;
LEXICON_00004994;http://www.mimo-db.eu/InstrumentsKeywords/4994;;;;Chaozhou-biangu;Chaozhou biangu;;
LEXICON_00005000;http://www.mimo-db.eu/InstrumentsKeywords/5000;;;;Henggelege;Henggeli;;
LEXICON_00005010;http://www.mimo-db.eu/InstrumentsKeywords/5010;;;;San-no-tsuzumi;;;
LEXICON_00005011;http://www.mimo-db.eu/InstrumentsKeywords/5011;;;;Shimedaiko;;http://en.wikipedia.org/wiki/Shime-daiko;A vérifier
LEXICON_00005013;http://www.mimo-db.eu/InstrumentsKeywords/5013;;;;Shugu;Shougu;;
LEXICON_00005014;http://www.mimo-db.eu/InstrumentsKeywords/5014;;;;Tai ping gu;;;
LEXICON_00005137;http://www.mimo-db.eu/InstrumentsKeywords/5137;;;;Gu;;http://en.wikipedia.org/wiki/Gu_(instrument);
LEXICON_00005138;http://www.mimo-db.eu/InstrumentsKeywords/5138;;;;Adedemma;;;
LEXICON_00005142;http://www.mimo-db.eu/InstrumentsKeywords/5142;;;;Apentemma;;;
LEXICON_00005145;http://www.mimo-db.eu/InstrumentsKeywords/5145;;;;Atamo;;;
LEXICON_00005146;http://www.mimo-db.eu/InstrumentsKeywords/5146;;;;Audh;;;
LEXICON_00005157;http://www.mimo-db.eu/InstrumentsKeywords/5157;;;;Bommaa;;;
LEXICON_00005159;http://www.mimo-db.eu/InstrumentsKeywords/5159;;;;Brekete;;;
LEXICON_00005162;http://www.mimo-db.eu/InstrumentsKeywords/5162;;;;Caixa;;;
LEXICON_00005175;http://www.mimo-db.eu/InstrumentsKeywords/5175;;;;Ciblon;;;
LEXICON_00005181;http://www.mimo-db.eu/InstrumentsKeywords/5181;;;;Contra surdo;;;
LEXICON_00005182;http://www.mimo-db.eu/InstrumentsKeywords/5182;;;;Dabadaba;;;
LEXICON_00005183;http://www.mimo-db.eu/InstrumentsKeywords/5183;;;;Daluka;;;
LEXICON_00005186;http://www.mimo-db.eu/InstrumentsKeywords/5186;;;;Debakan;;http://en.wikipedia.org/wiki/Dabakan;A vérifier
LEXICON_00005187;http://www.mimo-db.eu/InstrumentsKeywords/5187;;;;Dhah;;http://en.wikipedia.org/wiki/Dhaa;A vérifier
LEXICON_00005188;http://www.mimo-db.eu/InstrumentsKeywords/5188;;;;Dohol;;http://en.wikipedia.org/wiki/Dohol;
LEXICON_00005189;http://www.mimo-db.eu/InstrumentsKeywords/5189;;;;Fontomfrom;;;
LEXICON_00005190;http://www.mimo-db.eu/InstrumentsKeywords/5190;;;;Dhimayca;;;
LEXICON_00005201;http://www.mimo-db.eu/InstrumentsKeywords/5201;;;;Ese;;;
LEXICON_00005207;http://www.mimo-db.eu/InstrumentsKeywords/5207;;;;Gandang;;http://en.wikipedia.org/wiki/Kendang;A vérifier (Voir Kendang)
LEXICON_00005208;http://www.mimo-db.eu/InstrumentsKeywords/5208;;;;Geduk;;;
LEXICON_00005211;http://www.mimo-db.eu/InstrumentsKeywords/5211;;;;Genderang;;;
LEXICON_00005215;http://www.mimo-db.eu/InstrumentsKeywords/5215;;;;Ghaval;;http://en.wikipedia.org/wiki/Ghaval;A vérifier (Voir Dayereh)
LEXICON_00005216;http://www.mimo-db.eu/InstrumentsKeywords/5216;;;;Gimbal;;;
LEXICON_00005217;http://www.mimo-db.eu/InstrumentsKeywords/5217;;;;Gondang;;;
LEXICON_00005220;http://www.mimo-db.eu/InstrumentsKeywords/5220;;;;Gimbar;;;
LEXICON_00005221;http://www.mimo-db.eu/InstrumentsKeywords/5221;;;;Gongand;;;
LEXICON_00005245;http://www.mimo-db.eu/InstrumentsKeywords/5245;;;;Kagan;;;
